17,5,安い,なけれ,色,こだわり,価格
19,1,値段,安い,決め手,物,満足
35,4,不良,接触,消耗,品,価格
53,4,価格,店頭,安く,販売,満足
102,5,以上,価格,無理,スペック,UP
